# hst.wfc3.F606W
# photon
# HST UVIS/WFC3 F606W wide filter
1900.0 	0.00000000000000e+00
1901.0 	0.00000000000000e+00
1902.0 	0.00000000000000e+00
1903.0 	0.00000000000000e+00
1904.0 	0.00000000000000e+00
1905.0 	0.00000000000000e+00
1906.0 	0.00000000000000e+00
1907.0 	0.00000000000000e+00
1908.0 	0.00000000000000e+00
1909.0 	0.00000000000000e+00
1910.0 	0.00000000000000e+00
1911.0 	0.00000000000000e+00
1912.0 	0.00000000000000e+00
1913.0 	0.00000000000000e+00
1914.0 	0.00000000000000e+00
1915.0 	0.00000000000000e+00
1916.0 	0.00000000000000e+00
1917.0 	0.00000000000000e+00
1918.0 	0.00000000000000e+00
1919.0 	0.00000000000000e+00
1920.0 	0.00000000000000e+00
1921.0 	0.00000000000000e+00
1922.0 	0.00000000000000e+00
1923.0 	0.00000000000000e+00
1924.0 	0.00000000000000e+00
1925.0 	0.00000000000000e+00
1926.0 	0.00000000000000e+00
1927.0 	0.00000000000000e+00
1928.0 	0.00000000000000e+00
1929.0 	0.00000000000000e+00
1930.0 	0.00000000000000e+00
1931.0 	0.00000000000000e+00
1932.0 	0.00000000000000e+00
1933.0 	0.00000000000000e+00
1934.0 	0.00000000000000e+00
1935.0 	0.00000000000000e+00
1936.0 	0.00000000000000e+00
1937.0 	0.00000000000000e+00
1938.0 	0.00000000000000e+00
1939.0 	0.00000000000000e+00
1940.0 	0.00000000000000e+00
1941.0 	0.00000000000000e+00
1942.0 	0.00000000000000e+00
1943.0 	0.00000000000000e+00
1944.0 	0.00000000000000e+00
1945.0 	0.00000000000000e+00
1946.0 	0.00000000000000e+00
1947.0 	0.00000000000000e+00
1948.0 	0.00000000000000e+00
1949.0 	0.00000000000000e+00
1950.0 	0.00000000000000e+00
1951.0 	0.00000000000000e+00
1952.0 	0.00000000000000e+00
1953.0 	0.00000000000000e+00
1954.0 	0.00000000000000e+00
1955.0 	0.00000000000000e+00
1956.0 	0.00000000000000e+00
1957.0 	0.00000000000000e+00
1958.0 	0.00000000000000e+00
